ts_utc,city,lat,lon,temp_c,feelslike_c,condition_text,humidity,wind_kph,wind_dir,pressure_mb,precip_mm,cloud,uv,is_day
2026-07-01T02:01:09Z,Chennai,13.0833,80.2833,30.2,32.8,Partly cloudy,70,23.0,W,1005.0,0.0,50,0.8,1
2026-07-01T02:01:09Z,Mumbai,18.975,72.826,27.3,32.2,Light rain,89,29.5,WSW,1003.0,2.58,100,0.1,1
2026-07-01T02:01:10Z,Delhi,42.85,-80.5,28.1,31.8,Sunny,71,18.4,SW,1013.0,0.0,0,0.0,0
2026-07-01T02:01:10Z,Bengaluru,12.9833,77.5833,21.2,21.2,Partly cloudy,88,26.6,W,1013.0,0.02,75,0.7,1
2026-07-01T02:01:10Z,Kolkata,22.5697,88.3697,27.2,33.9,Mist,100,14.0,SW,1001.0,0.1,75,1.1,1
2026-07-01T02:01:11Z,Hyderabad,17.3753,78.4744,25.4,27.8,Mist,79,26.6,W,1008.0,0.02,100,0.8,1
2026-07-01T02:01:11Z,Pune,18.5333,73.8667,23.2,16.1,Light rain shower,91,15.8,W,1007.0,0.81,100,0.1,1
2026-07-01T02:01:11Z,Ahmedabad,23.0333,72.6167,29.2,32.2,Mist,66,17.6,W,1001.0,0.0,50,0.7,1
2026-07-01T06:58:52Z,Chennai,13.0833,80.2833,34.3,43.0,Partly cloudy,56,20.9,WNW,1005.0,0.0,50,6.3,1
2026-07-01T06:58:53Z,Mumbai,18.975,72.826,26.1,30.2,Torrential rain shower,94,25.6,WSW,1004.0,1.07,100,1.1,1
2026-07-01T06:58:53Z,Delhi,42.85,-80.5,24.7,27.1,Clear,87,15.1,WSW,1013.0,0.0,0,0.0,0
2026-07-01T06:58:53Z,Bengaluru,12.9833,77.5833,26.3,28.2,Partly cloudy,70,34.2,W,1014.0,0.01,75,7.7,1
2026-07-01T06:58:54Z,Kolkata,22.5697,88.3697,29.0,29.8,Light rain,89,9.7,SSW,1001.0,0.2,100,9.0,1
2026-07-01T06:58:54Z,Hyderabad,17.3753,78.4744,30.4,34.2,Mist,55,27.4,W,1008.0,0.76,75,7.3,1
2026-07-01T06:58:54Z,Pune,18.5333,73.8667,23.5,15.4,Patchy light drizzle,81,21.2,W,1008.0,0.22,63,1.6,1
2026-07-01T06:58:55Z,Ahmedabad,23.0333,72.6167,34.3,37.6,Overcast,50,14.0,SW,1001.0,0.0,50,8.0,1
2026-07-01T11:47:09Z,Chennai,13.0833,80.2833,35.1,40.6,Partly cloudy,56,18.7,WNW,1002.0,0.04,75,0.1,1
2026-07-01T11:47:09Z,Mumbai,18.975,72.826,26.3,29.3,Torrential rain shower,94,24.1,WSW,1002.0,1.63,100,0.1,1
2026-07-01T11:47:10Z,Delhi,42.85,-80.5,24.7,27.3,Sunny,90,18.0,WSW,1014.0,0.0,0,0.3,1
2026-07-01T11:47:10Z,Bengaluru,12.9833,77.5833,26.3,27.3,Partly cloudy,70,22.3,W,1011.0,0.04,75,0.1,1
2026-07-01T11:47:10Z,Kolkata,22.5697,88.3697,32.2,36.7,Mist,71,8.6,S,998.0,0.0,75,0.2,1
2026-07-01T11:47:11Z,Hyderabad,17.3753,78.4744,31.0,34.0,Mist,52,27.4,W,1005.0,0.04,75,0.1,1
2026-07-01T11:47:11Z,Pune,18.5333,73.8667,23.4,15.8,Patchy rain nearby,84,18.4,WSW,1007.0,0.05,71,0.1,1
2026-07-01T11:47:11Z,Ahmedabad,23.0333,72.6167,36.1,43.5,Overcast,42,23.8,SSW,997.0,0.06,50,0.4,1
2026-07-01T13:58:17Z,Chennai,13.0833,80.2833,34.3,42.2,Partly cloudy,56,11.2,WSW,1003.0,0.0,75,0.0,0
2026-07-01T13:58:17Z,Mumbai,18.975,72.826,28.2,33.0,Light rain,84,23.8,WSW,1003.0,2.58,100,0.0,1
2026-07-01T13:58:18Z,Delhi,42.85,-80.5,28.5,33.5,Sunny,77,20.5,WSW,1015.0,0.0,0,2.5,1
2026-07-01T13:58:18Z,Bengaluru,12.9833,77.5833,24.3,25.7,Partly cloudy,74,22.0,W,1013.0,0.01,75,0.0,0
2026-07-01T13:58:18Z,Kolkata,22.5697,88.3697,28.4,33.0,Mist,89,10.4,S,999.0,0.11,75,0.0,0
2026-07-01T13:58:19Z,Hyderabad,17.3753,78.4744,29.3,35.8,Mist,58,27.0,W,1006.0,0.03,75,0.0,0
2026-07-01T13:58:19Z,Pune,18.5333,73.8667,22.9,15.7,Patchy rain nearby,88,16.6,WSW,1008.0,0.09,90,0.0,0
2026-07-01T13:58:19Z,Ahmedabad,23.0333,72.6167,32.3,36.9,Partly cloudy,59,22.7,S,999.0,0.03,50,0.0,1
